sdfgdsg,,,,,,,,,,,,,,
 System,Band,Test Item,Ch,Cell Power,Lower,Upper,Unit,Result,Judgement,,,,,
 LTE-FDD,5,6.6.2.3-EUTRA @ 1.4MHZ;1.4MHZ;QPSK-PRB@Max,20525,-66.4,None,-29.2,dB,-44.95,PASS,,,,,
 LTE-FDD,5,6.6.2.3 -UTRA @-3.2MHZ;1.4MHZ;QPSK-PRB@Max,20525,-66.4,None,-32.2,dB,-48.84,PASS,,,,,
 LTE-FDD,5,6.6.2.3 -UTRA @ 3.2MHZ;1.4MHZ;QPSK-PRB@Max,20525,-66.4,None,-32.2,dB,-47.15,PASS,,,,,
 LTE-FDD,5,6.6.2.3 Adjacent Channel Power;1.4MHZ;QPSK-FRB,20525,-66.4,None,None,dB,24.02,PASS,,,,,
 LTE-FDD,5,6.6.2.3-EUTRA @-1.4MHZ;1.4MHZ;QPSK-FRB,20525,-66.4,None,-29.2,dB,-46.29,PASS,,,,,
 LTE-FDD,5,6.6.2.3-EUTRA @ 1.4MHZ;1.4MHZ;QPSK-FRB,20525,-66.4,None,-29.2,dB,-46.56,PASS,,,,,
 LTE-FDD,5,6.6.2.3 -UTRA @-3.2MHZ;1.4MHZ;QPSK-FRB,20525,-66.4,None,-32.2,dB,-47.96,PASS,,,,,
 LTE-FDD,5,6.6.2.3 -UTRA @ 3.2MHZ;1.4MHZ;QPSK-FRB,20525,-66.4,None,-32.2,dB,-48.11,PASS,,,,,
 LTE-FDD,5,6.6.2.3 Adjacent Channel Power;1.4MHZ;16QAM-PRB@0,20525,-66.4,None,None,dB,23.91,PASS,,,,,
 LTE-FDD,5,6.6.2.3-EUTRA @-1.4MHZ;1.4MHZ;16QAM-PRB@0,20525,-66.4,None,-29.2,dB,-42.95,PASS,,,,,
 LTE-FDD,5,6.6.2.3-EUTRA @ 1.4MHZ;1.4MHZ;16QAM-PRB@0,20525,-66.4,None,-29.2,dB,-44.9,PASS,,,,,
 LTE-FDD,5,6.6.2.3 -UTRA @-3.2MHZ;1.4MHZ;16QAM-PRB@0,20525,-66.4,None,-32.2,dB,-46.89,PASS,,,,,
 LTE-FDD,5,6.6.2.3 -UTRA @ 3.2MHZ;1.4MHZ;16QAM-PRB@0,20525,-66.4,None,-32.2,dB,-48.83,PASS,,,,,
 LTE-FDD,5,6.6.2.3 Adjacent Channel Power;1.4MHZ;16QAM-PRB@Max,20525,-66.4,None,None,dB,23.94,PASS,,,,,
 LTE-FDD,5,6.6.2.3-EUTRA @-1.4MHZ;1.4MHZ;16QAM-PRB@Max,20525,-66.4,None,-29.2,dB,-45.99,PASS,,,,,
 LTE-FDD,5,6.6.2.3-EUTRA @ 1.4MHZ;1.4MHZ;16QAM-PRB@Max,20525,-66.4,None,-29.2,dB,-43.69,PASS,,,,,
 LTE-FDD,5,6.6.2.3 -UTRA @-3.2MHZ;1.4MHZ;16QAM-PRB@Max,20525,-66.4,None,-32.2,dB,-49.29,PASS,,,,,
 LTE-FDD,5,6.6.2.3 -UTRA @ 3.2MHZ;1.4MHZ;16QAM-PRB@Max,20525,-66.4,None,-32.2,dB,-47.01,PASS,,,,,
 LTE-FDD,5,6.6.2.3 Adjacent Channel Power;1.4MHZ;16QAM-FRB,20525,-66.4,None,None,dB,23.12,PASS,,,,,
 LTE-FDD,5,6.6.2.3-EUTRA @-1.4MHZ;1.4MHZ;16QAM-FRB,20525,-66.4,None,-29.2,dB,-43.28,PASS,,,,,
 LTE-FDD,5,6.6.2.3-EUTRA @ 1.4MHZ;1.4MHZ;16QAM-FRB,20525,-66.4,None,-29.2,dB,-42.52,PASS,,,,,
 LTE-FDD,5,6.6.2.3 -UTRA @-3.2MHZ;1.4MHZ;16QAM-FRB,20525,-66.4,None,-32.2,dB,-45.94,PASS,,,,,
 LTE-FDD,5,6.6.2.3 -UTRA @ 3.2MHZ;1.4MHZ;16QAM-FRB,20525,-66.4,None,-32.2,dB,-45.36,PASS,,,,,
 LTE-FDD,5,6.6.2.3_3 Adjacent Channel Power for UL 64QAM;1.4MHZ;64QAM-PRB@0,20525,-66.4,None,None,dB,23.88,-,,,,,
 LTE-FDD,5,6.6.2.3_3-EUTRA @-1.4MHZ;1.4MHZ;64QAM-PRB@0,20525,-66.4,None,-29.2,dB,-42.47,PASS,,,,,
 LTE-FDD,5,6.6.2.3_3-EUTRA @ 1.4MHZ;1.4MHZ;64QAM-PRB@0,20525,-66.4,None,-29.2,dB,-44.42,PASS,,,,,
 LTE-FDD,5,6.6.2.3_3 -UTRA @-3.2MHZ;1.4MHZ;64QAM-PRB@0,20525,-66.4,None,-32.2,dB,-46.38,PASS,,,,,
 LTE-FDD,5,6.6.2.3_3 -UTRA @ 3.2MHZ;1.4MHZ;64QAM-PRB@0,20525,-66.4,None,-32.2,dB,-48.29,PASS,,,,,
 LTE-FDD,5,6.6.2.3_3 Adjacent Channel Power for UL 64QAM;1.4MHZ;64QAM-PRB@Max,20525,-66.4,None,None,dB,23.85,-,,,,,
 LTE-FDD,5,6.6.2.3_3-EUTRA @-1.4MHZ;1.4MHZ;64QAM-PRB@Max,20525,-66.4,None,-29.2,dB,-46.3,PASS,,,,,
 LTE-FDD,5,6.6.2.3_3-EUTRA @ 1.4MHZ;1.4MHZ;64QAM-PRB@Max,20525,-66.4,None,-29.2,dB,-44.35,PASS,,,,,
 LTE-FDD,5,6.6.2.3_3 -UTRA @-3.2MHZ;1.4MHZ;64QAM-PRB@Max,20525,-66.4,None,-32.2,dB,-49.74,PASS,,,,,
 LTE-FDD,5,6.6.2.3_3 -UTRA @ 3.2MHZ;1.4MHZ;64QAM-PRB@Max,20525,-66.4,None,-32.2,dB,-48.06,PASS,,,,,
 LTE-FDD,5,6.6.2.3_3 Adjacent Channel Power for UL 64QAM;1.4MHZ;64QAM-FRB,20525,-66.4,None,None,dB,23.06,-,,,,,
 LTE-FDD,5,6.6.2.3_3-EUTRA @-1.4MHZ;1.4MHZ;64QAM-FRB,20525,-66.4,None,-29.2,dB,-45.49,PASS,,,,,
 LTE-FDD,5,6.6.2.3_3-EUTRA @ 1.4MHZ;1.4MHZ;64QAM-FRB,20525,-66.4,None,-29.2,dB,-45.16,PASS,,,,,
 LTE-FDD,5,6.6.2.3_3 -UTRA @-3.2MHZ;1.4MHZ;64QAM-FRB,20525,-66.4,None,-32.2,dB,-48.12,PASS,,,,,
 LTE-FDD,5,6.6.2.3_3 -UTRA @ 3.2MHZ;1.4MHZ;64QAM-FRB,20525,-66.4,None,-32.2,dB,-47.78,PASS,,,,,
 LTE-FDD,5,6.6.2.3 Adjacent Channel Power;1.4MHZ;QPSK-PRB@0,20643,-66.4,None,None,dB,24.85,PASS,,,,,
 LTE-FDD,5,6.6.2.3-EUTRA @-1.4MHZ;1.4MHZ;QPSK-PRB@0,20643,-66.4,None,-29.2,dB,-43.28,PASS,,,,,
 LTE-FDD,5,6.6.2.3-EUTRA @ 1.4MHZ;1.4MHZ;QPSK-PRB@0,20643,-66.4,None,-29.2,dB,-44.65,PASS,,,,,
 LTE-FDD,5,6.6.2.3 -UTRA @-3.2MHZ;1.4MHZ;QPSK-PRB@0,20643,-66.4,None,-32.2,dB,-45.49,PASS,,,,,
 LTE-FDD,5,6.6.2.3 -UTRA @ 3.2MHZ;1.4MHZ;QPSK-PRB@0,20643,-66.4,None,-32.2,dB,-47.2,PASS,,,,,
 LTE-FDD,5,6.6.2.3 Adjacent Channel Power;1.4MHZ;QPSK-PRB@Max,20643,-66.4,None,None,dB,24.93,PASS,,,,,
 LTE-FDD,5,6.6.2.3-EUTRA @-1.4MHZ;1.4MHZ;QPSK-PRB@Max,20643,-66.4,None,-29.2,dB,-43.64,PASS,,,,,
 LTE-FDD,5,6.6.2.3-EUTRA @ 1.4MHZ;1.4MHZ;QPSK-PRB@Max,20643,-66.4,None,-29.2,dB,-42.35,PASS,Margin(-8.06),,,,
 LTE-FDD,5,6.6.2.3 -UTRA @-3.2MHZ;1.4MHZ;QPSK-PRB@Max,20643,-66.4,None,-32.2,dB,-46.35,PASS,Margin(-17.61),,,,
 LTE-FDD,5,6.6.2.3 -UTRA @ 3.2MHZ;1.4MHZ;QPSK-PRB@Max,20643,-66.4,None,-32.2,dB,-45.25,PASS,Margin(-24.06),,,,
 LTE-FDD,5,6.6.2.3 Adjacent Channel Power;1.4MHZ;QPSK-FRB,20643,-66.4,None,None,dB,24.15,PASS,Margin(-13.18),,,,
 LTE-FDD,5,6.6.2.3-EUTRA @-1.4MHZ;1.4MHZ;QPSK-FRB,20643,-66.4,None,-29.2,dB,-44.53,PASS,Margin(-32.51),,,,
 LTE-FDD,5,6.6.2.3-EUTRA @ 1.4MHZ;1.4MHZ;QPSK-FRB,20643,-66.4,None,-29.2,dB,-45.03,PASS,Margin(-27.58),,,,
 LTE-FDD,5,6.6.2.3 -UTRA @-3.2MHZ;1.4MHZ;QPSK-FRB,20643,-66.4,None,-32.2,dB,-45.07,PASS,Margin(-25.56),,,,
 LTE-FDD,5,6.6.2.3 -UTRA @ 3.2MHZ;1.4MHZ;QPSK-FRB,20643,-66.4,None,-32.2,dB,-45.63,PASS,Margin(-13.85),,,,
 LTE-FDD,5,6.6.2.3 Adjacent Channel Power;1.4MHZ;16QAM-PRB@0,20643,-66.4,None,None,dB,24.33,PASS,,,,,
 LTE-FDD,5,6.6.2.3-EUTRA @-1.4MHZ;1.4MHZ;16QAM-PRB@0,20643,-66.4,None,-29.2,dB,-40.54,PASS,Margin(-31.25),,,,
 LTE-FDD,5,6.6.2.3-EUTRA @ 1.4MHZ;1.4MHZ;16QAM-PRB@0,20643,-66.4,None,-29.2,dB,-42.05,PASS,Margin(-25.93),,,,
 LTE-FDD,5,6.6.2.3 -UTRA @-3.2MHZ;1.4MHZ;16QAM-PRB@0,20643,-66.4,None,-32.2,dB,-44.17,PASS,Margin(-23.74),,,,
 LTE-FDD,5,6.6.2.3 -UTRA @ 3.2MHZ;1.4MHZ;16QAM-PRB@0,20643,-66.4,None,-32.2,dB,-46.14,PASS,Margin(-13.29),,,,
 LTE-FDD,5,6.6.2.3 Adjacent Channel Power;1.4MHZ;16QAM-PRB@Max,20643,-66.4,None,None,dB,24.36,PASS,Margin(-8.22),,,,
 LTE-FDD,5,6.6.2.3-EUTRA @-1.4MHZ;1.4MHZ;16QAM-PRB@Max,20643,-66.4,None,-29.2,dB,-40.9,PASS,Margin(-14.08),,,,
 LTE-FDD,5,6.6.2.3-EUTRA @ 1.4MHZ;1.4MHZ;16QAM-PRB@Max,20643,-66.4,None,-29.2,dB,-38.97,PASS,Margin(-25.47),,,,
 LTE-FDD,5,6.6.2.3 -UTRA @-3.2MHZ;1.4MHZ;16QAM-PRB@Max,20643,-66.4,None,-32.2,dB,-44.42,PASS,Margin(-13.84),,,,
 LTE-FDD,5,6.6.2.3 -UTRA @ 3.2MHZ;1.4MHZ;16QAM-PRB@Max,20643,-66.4,None,-32.2,dB,-42.55,PASS,,,,,
 LTE-FDD,5,6.6.2.3 Adjacent Channel Power;1.4MHZ;16QAM-FRB,20643,-66.4,None,None,dB,23.3,PASS,Margin(-15.66),,,,
 LTE-FDD,5,6.6.2.3-EUTRA @-1.4MHZ;1.4MHZ;16QAM-FRB,20643,-66.4,None,-29.2,dB,-40.63,PASS,Margin(-16.08),,,,
 LTE-FDD,5,6.6.2.3-EUTRA @ 1.4MHZ;1.4MHZ;16QAM-FRB,20643,-66.4,None,-29.2,dB,-40.38,PASS,Margin(-17.85),,,,
 LTE-FDD,5,6.6.2.3 -UTRA @-3.2MHZ;1.4MHZ;16QAM-FRB,20643,-66.4,None,-32.2,dB,-43.88,PASS,Margin(-8.68),,,,
 LTE-FDD,5,6.6.2.3 -UTRA @ 3.2MHZ;1.4MHZ;16QAM-FRB,20643,-66.4,None,-32.2,dB,-43.9,PASS,Margin(-16.49),,,,
 LTE-FDD,5,6.6.2.3_3 Adjacent Channel Power for UL 64QAM;1.4MHZ;64QAM-PRB@0,20643,-66.4,None,None,dB,24.07,-,Margin(-18.17),,,,
 LTE-FDD,5,6.6.2.3_3-EUTRA @-1.4MHZ;1.4MHZ;64QAM-PRB@0,20643,-66.4,None,-29.2,dB,-43.15,PASS,Margin(-24.95),,,,
 LTE-FDD,5,6.6.2.3_3-EUTRA @ 1.4MHZ;1.4MHZ;64QAM-PRB@0,20643,-66.4,None,-29.2,dB,-45.28,PASS,Margin(-13.92),,,,
 LTE-FDD,5,6.6.2.3_3 -UTRA @-3.2MHZ;1.4MHZ;64QAM-PRB@0,20643,-66.4,None,-32.2,dB,-46,PASS,,,,,
 LTE-FDD,5,6.6.2.3_3 -UTRA @ 3.2MHZ;1.4MHZ;64QAM-PRB@0,20643,-66.4,None,-32.2,dB,-48.02,PASS,Margin(-8.40),,,,
 LTE-FDD,5,6.6.2.3_3 Adjacent Channel Power for UL 64QAM;1.4MHZ;64QAM-PRB@Max,20643,-66.4,None,None,dB,24.24,-,Margin(-12.29),,,,
 LTE-FDD,5,6.6.2.3_3-EUTRA @-1.4MHZ;1.4MHZ;64QAM-PRB@Max,20643,-66.4,None,-29.2,dB,-42.36,PASS,Margin(-23.00),,,,
 LTE-FDD,5,6.6.2.3_3-EUTRA @ 1.4MHZ;1.4MHZ;64QAM-PRB@Max,20643,-66.4,None,-29.2,dB,-40.71,PASS,Margin(-13.11),,,,
 LTE-FDD,5,6.6.2.3_3 -UTRA @-3.2MHZ;1.4MHZ;64QAM-PRB@Max,20643,-66.4,None,-32.2,dB,-45.82,PASS,Margin(-32.97),,,,
 LTE-FDD,5,6.6.2.3_3 -UTRA @ 3.2MHZ;1.4MHZ;64QAM-PRB@Max,20643,-66.4,None,-32.2,dB,-44.09,PASS,Margin(-27.68),,,,
 LTE-FDD,5,6.6.2.3_3 Adjacent Channel Power for UL 64QAM;1.4MHZ;64QAM-FRB,20643,-66.4,None,None,dB,23.12,-,Margin(-25.45),,,,
 LTE-FDD,5,6.6.2.3_3-EUTRA @-1.4MHZ;1.4MHZ;64QAM-FRB,20643,-66.4,None,-29.2,dB,-41.48,PASS,Margin(-13.93),,,,
 LTE-FDD,5,6.6.2.3_3-EUTRA @ 1.4MHZ;1.4MHZ;64QAM-FRB,20643,-66.4,None,-29.2,dB,-40.59,PASS,,,,,
 LTE-FDD,5,6.6.2.3_3 -UTRA @-3.2MHZ;1.4MHZ;64QAM-FRB,20643,-66.4,None,-32.2,dB,-44.41,PASS,Margin(-31.66),,,,
 LTE-FDD,5,6.6.2.3_3 -UTRA @ 3.2MHZ;1.4MHZ;64QAM-FRB,20643,-66.4,None,-32.2,dB,-44.15,PASS,Margin(-26.36),,,,
 LTE-FDD,8,6.6.2.3 Adjacent Channel Power;10MHZ;QPSK-PRB@0,21500,-57.2,None,None,dB,24.56,PASS,Margin(-23.87),,,,
 LTE-FDD,8,6.6.2.3-EUTRA @-10MHZ;10MHZ;QPSK-PRB@0,21500,-57.2,None,-29.2,dB,-40.24,PASS,Margin(-13.18),,,,
 LTE-FDD,8,6.6.2.3-EUTRA @ 10MHZ;10MHZ;QPSK-PRB@0,21500,-57.2,None,-29.2,dB,-54.9,PASS,Margin(-10.19),,,,
 LTE-FDD,8,6.6.2.3 -UTRA @-12.5MHZ;10MHZ;QPSK-PRB@0,21500,-57.2,None,-35.2,dB,-63.59,PASS,Margin(-12.74),,,,
 LTE-FDD,8,6.6.2.3 -UTRA @-7.5MHZ;10MHZ;QPSK-PRB@0,21500,-57.2,None,-32.2,dB,-40.76,PASS,Margin(-25.31),,,,
 LTE-FDD,8,6.6.2.3 -UTRA @ 7.5MHZ;10MHZ;QPSK-PRB@0,21500,-57.2,None,-32.2,dB,-58.16,PASS,Margin(-13.89),,,,
 LTE-FDD,8,6.6.2.3 -UTRA @ 12.5MHZ;10MHZ;QPSK-PRB@0,21500,-57.2,None,-35.2,dB,-59.3,PASS,,,,,
 LTE-FDD,8,6.6.2.3 Adjacent Channel Power;10MHZ;QPSK-PRB@Max,21500,-57.2,None,None,dB,24.34,PASS,Margin(-17.64),,,,
 LTE-FDD,8,6.6.2.3-EUTRA @-10MHZ;10MHZ;QPSK-PRB@Max,21500,-57.2,None,-29.2,dB,-57.07,PASS,Margin(-16.25),,,,
 LTE-FDD,8,6.6.2.3-EUTRA @ 10MHZ;10MHZ;QPSK-PRB@Max,21500,-57.2,None,-29.2,dB,-45.01,PASS,Margin(-14.49),,,,
 LTE-FDD,8,6.6.2.3 -UTRA @-12.5MHZ;10MHZ;QPSK-PRB@Max,21500,-57.2,None,-35.2,dB,-65.04,PASS,Margin(-8.95),,,,
 LTE-FDD,8,6.6.2.3 -UTRA @-7.5MHZ;10MHZ;QPSK-PRB@Max,21500,-57.2,None,-32.2,dB,-58.36,PASS,Margin(-14.83),,,,
 LTE-FDD,8,6.6.2.3 -UTRA @ 7.5MHZ;10MHZ;QPSK-PRB@Max,21500,-57.2,None,-32.2,dB,-45.78,PASS,Margin(-16.89),,,,
 LTE-FDD,8,6.6.2.3 -UTRA @ 12.5MHZ;10MHZ;QPSK-PRB@Max,21500,-57.2,None,-35.2,dB,-57.45,PASS,Margin(-23.84),,,,
 LTE-FDD,8,6.6.2.3 Adjacent Channel Power;10MHZ;QPSK-FRB,21500,-57.2,None,None,dB,23.6,PASS,Margin(-13.85),,,,
 LTE-FDD,8,6.6.2.3-EUTRA @-10MHZ;10MHZ;QPSK-FRB,21500,-57.2,None,-29.2,dB,-44.15,PASS,,,,,
 LTE-FDD,8,6.6.2.3-EUTRA @ 10MHZ;10MHZ;QPSK-FRB,21500,-57.2,None,-29.2,dB,-41.87,PASS,,,,,
 LTE-FDD,8,6.6.2.3 -UTRA @-12.5MHZ;10MHZ;QPSK-FRB,21500,-57.2,None,-35.2,dB,-56.79,PASS,,,,,
 LTE-FDD,8,6.6.2.3 -UTRA @-7.5MHZ;10MHZ;QPSK-FRB,21500,-57.2,None,-32.2,dB,-45.07,PASS,,,,,
 LTE-FDD,8,6.6.2.3 -UTRA @ 7.5MHZ;10MHZ;QPSK-FRB,21500,-57.2,None,-32.2,dB,-43.64,PASS,,,,,
 LTE-FDD,8,6.6.2.3 -UTRA @ 12.5MHZ;10MHZ;QPSK-FRB,21500,-57.2,None,-35.2,dB,-48.52,PASS,,,,,
 LTE-FDD,8,6.6.2.3 Adjacent Channel Power;10MHZ;16QAM-PRB@0,21500,-57.2,None,None,dB,23.64,PASS,,,,,
 LTE-FDD,8,6.6.2.3-EUTRA @-10MHZ;10MHZ;16QAM-PRB@0,21500,-57.2,None,-29.2,dB,-41.44,PASS,,,,,
 LTE-FDD,8,6.6.2.3-EUTRA @ 10MHZ;10MHZ;16QAM-PRB@0,21500,-57.2,None,-29.2,dB,-54.52,PASS,,,,,
 LTE-FDD,8,6.6.2.3 -UTRA @-12.5MHZ;10MHZ;16QAM-PRB@0,21500,-57.2,None,-35.2,dB,-63.14,PASS,,,,,
 LTE-FDD,8,6.6.2.3 -UTRA @-7.5MHZ;10MHZ;16QAM-PRB@0,21500,-57.2,None,-32.2,dB,-41.96,PASS,,,,,
 LTE-FDD,8,6.6.2.3 -UTRA @ 7.5MHZ;10MHZ;16QAM-PRB@0,21500,-57.2,None,-32.2,dB,-58.14,PASS,,,,,
 LTE-FDD,8,6.6.2.3 -UTRA @ 12.5MHZ;10MHZ;16QAM-PRB@0,21500,-57.2,None,-35.2,dB,-58.42,PASS,,,,,
 LTE-FDD,8,6.6.2.3 Adjacent Channel Power;10MHZ;16QAM-PRB@Max,21500,-57.2,None,None,dB,23.57,PASS,,,,,
 LTE-FDD,8,6.6.2.3-EUTRA @-10MHZ;10MHZ;16QAM-PRB@Max,21500,-57.2,None,-29.2,dB,-56.67,PASS,,,,,
 LTE-FDD,8,6.6.2.3-EUTRA @ 10MHZ;10MHZ;16QAM-PRB@Max,21500,-57.2,None,-29.2,dB,-42.67,PASS,,,,,
 LTE-FDD,8,6.6.2.3 -UTRA @-12.5MHZ;10MHZ;16QAM-PRB@Max,21500,-57.2,None,-35.2,dB,-63.9,PASS,,,,,
 LTE-FDD,8,6.6.2.3 -UTRA @-7.5MHZ;10MHZ;16QAM-PRB@Max,21500,-57.2,None,-32.2,dB,-58.2,PASS,,,,,
 LTE-FDD,8,6.6.2.3 -UTRA @ 7.5MHZ;10MHZ;16QAM-PRB@Max,21500,-57.2,None,-32.2,dB,-43.23,PASS,,,,,
 LTE-FDD,8,6.6.2.3 -UTRA @ 12.5MHZ;10MHZ;16QAM-PRB@Max,21500,-57.2,None,-35.2,dB,-57.21,PASS,,,,,
 LTE-FDD,8,6.6.2.3 Adjacent Channel Power;10MHZ;16QAM-FRB,21500,-57.2,None,None,dB,22.73,PASS,,,,,
 LTE-FDD,8,6.6.2.3-EUTRA @-10MHZ;10MHZ;16QAM-FRB,21500,-57.2,None,-29.2,dB,-43.72,PASS,,,,,
 LTE-FDD,8,6.6.2.3-EUTRA @ 10MHZ;10MHZ;16QAM-FRB,21500,-57.2,None,-29.2,dB,-42.68,PASS,,,,,
 LTE-FDD,8,6.6.2.3 -UTRA @-12.5MHZ;10MHZ;16QAM-FRB,21500,-57.2,None,-35.2,dB,-57.35,PASS,,,,,
 LTE-FDD,8,6.6.2.3 -UTRA @-7.5MHZ;10MHZ;16QAM-FRB,21500,-57.2,None,-32.2,dB,-44.58,PASS,,,,,
 LTE-FDD,8,6.6.2.3 -UTRA @ 7.5MHZ;10MHZ;16QAM-FRB,21500,-57.2,None,-32.2,dB,-44.63,PASS,,,,,
 LTE-FDD,8,6.6.2.3 -UTRA @ 12.5MHZ;10MHZ;16QAM-FRB,21500,-57.2,None,-35.2,dB,-49.26,PASS,,,,,
 LTE-FDD,8,6.6.2.3_3 Adjacent Channel Power for UL 64QAM;10MHZ;64QAM-PRB@0,21500,-57.2,None,None,dB,23.77,-,,,,,
 LTE-FDD,8,6.6.2.3_3-EUTRA @-10MHZ;10MHZ;64QAM-PRB@0,21500,-57.2,None,-29.2,dB,-41.43,PASS,,,,,
 LTE-FDD,8,6.6.2.3_3-EUTRA @ 10MHZ;10MHZ;64QAM-PRB@0,21500,-57.2,None,-29.2,dB,-54.18,PASS,,,,,
 LTE-FDD,8,6.6.2.3_3 -UTRA @-12.5MHZ;10MHZ;64QAM-PRB@0,21500,-57.2,None,-35.2,dB,-63.63,PASS,,,,,
 LTE-FDD,8,6.6.2.3_3 -UTRA @-7.5MHZ;10MHZ;64QAM-PRB@0,21500,-57.2,None,-32.2,dB,-41.9,PASS,,,,,
 LTE-FDD,8,6.6.2.3_3 -UTRA @ 7.5MHZ;10MHZ;64QAM-PRB@0,21500,-57.2,None,-32.2,dB,-57.62,PASS,,,,,
 LTE-FDD,8,6.6.2.3_3 -UTRA @ 12.5MHZ;10MHZ;64QAM-PRB@0,21500,-57.2,None,-35.2,dB,-58.17,PASS,,,,,
 LTE-FDD,8,6.6.2.3_3 Adjacent Channel Power for UL 64QAM;10MHZ;64QAM-PRB@Max,21500,-57.2,None,None,dB,23.49,-,,,,,
 LTE-FDD,8,6.6.2.3_3-EUTRA @-10MHZ;10MHZ;64QAM-PRB@Max,21500,-57.2,None,-29.2,dB,-56.58,PASS,,,,,
 LTE-FDD,8,6.6.2.3_3-EUTRA @ 10MHZ;10MHZ;64QAM-PRB@Max,21500,-57.2,None,-29.2,dB,-44.52,PASS,,,,,
 LTE-FDD,8,6.6.2.3_3 -UTRA @-12.5MHZ;10MHZ;64QAM-PRB@Max,21500,-57.2,None,-35.2,dB,-64.22,PASS,,,,,
 LTE-FDD,8,6.6.2.3_3 -UTRA @-7.5MHZ;10MHZ;64QAM-PRB@Max,21500,-57.2,None,-32.2,dB,-58.02,PASS,,,,,
 LTE-FDD,8,6.6.2.3_3 -UTRA @ 7.5MHZ;10MHZ;64QAM-PRB@Max,21500,-57.2,None,-32.2,dB,-45.23,PASS,,,,,
 LTE-FDD,8,6.6.2.3_3 -UTRA @ 12.5MHZ;10MHZ;64QAM-PRB@Max,21500,-57.2,None,-35.2,dB,-57.2,PASS,,,,,
 LTE-FDD,8,6.6.2.3_3 Adjacent Channel Power for UL 64QAM;10MHZ;64QAM-FRB,21500,-57.2,None,None,dB,22.8,-,,,,,
 LTE-FDD,8,6.6.2.3_3-EUTRA @-10MHZ;10MHZ;64QAM-FRB,21500,-57.2,None,-29.2,dB,-43.3,PASS,,,,,
 LTE-FDD,8,6.6.2.3_3-EUTRA @ 10MHZ;10MHZ;64QAM-FRB,21500,-57.2,None,-29.2,dB,-42.56,PASS,,,,,
 LTE-FDD,8,6.6.2.3_3 -UTRA @-12.5MHZ;10MHZ;64QAM-FRB,21500,-57.2,None,-35.2,dB,-57.43,PASS,,,,,
 LTE-FDD,8,6.6.2.3_3 -UTRA @-7.5MHZ;10MHZ;64QAM-FRB,21500,-57.2,None,-32.2,dB,-44.07,PASS,,,,,
 LTE-FDD,8,6.6.2.3_3 -UTRA @ 7.5MHZ;10MHZ;64QAM-FRB,21500,-57.2,None,-32.2,dB,-44.3,PASS,,,,,
 LTE-FDD,8,6.6.2.3_3 -UTRA @ 12.5MHZ;10MHZ;64QAM-FRB,21500,-57.2,None,-35.2,dB,-49.67,PASS,,,,,
 LTE-FDD,8,6.6.2.3 Adjacent Channel Power;10MHZ;QPSK-PRB@0,21625,-57.2,None,None,dB,24.47,PASS,,,,,
 LTE-FDD,8,6.6.2.3-EUTRA @-10MHZ;10MHZ;QPSK-PRB@0,21625,-57.2,None,-29.2,dB,-44.53,PASS,,,,,
 LTE-FDD,8,6.6.2.3-EUTRA @ 10MHZ;10MHZ;QPSK-PRB@0,21625,-57.2,None,-29.2,dB,-54.88,PASS,,,,,
 LTE-FDD,8,6.6.2.3 -UTRA @-12.5MHZ;10MHZ;QPSK-PRB@0,21625,-57.2,None,-35.2,dB,-56.97,PASS,,,,,
 LTE-FDD,8,6.6.2.3 -UTRA @-7.5MHZ;10MHZ;QPSK-PRB@0,21625,-57.2,None,-32.2,dB,-45.32,PASS,,,,,
 LTE-FDD,8,6.6.2.3 -UTRA @ 7.5MHZ;10MHZ;QPSK-PRB@0,21625,-57.2,None,-32.2,dB,-58.38,PASS,,,,,
 LTE-FDD,8,6.6.2.3 -UTRA @ 12.5MHZ;10MHZ;QPSK-PRB@0,21625,-57.2,None,-35.2,dB,-59.15,PASS,,,,,
 LTE-FDD,8,6.6.2.3 Adjacent Channel Power;10MHZ;QPSK-PRB@Max,21625,-57.2,None,None,dB,24.33,PASS,,,,,
 LTE-FDD,8,6.6.2.3-EUTRA @-10MHZ;10MHZ;QPSK-PRB@Max,21625,-57.2,None,-29.2,dB,-54.01,PASS,,,,,
 LTE-FDD,8,6.6.2.3-EUTRA @ 10MHZ;10MHZ;QPSK-PRB@Max,21625,-57.2,None,-29.2,dB,-42.72,PASS,,,,,
 LTE-FDD,8,6.6.2.3 -UTRA @-12.5MHZ;10MHZ;QPSK-PRB@Max,21625,-57.2,None,-35.2,dB,-58.29,PASS,,,,,
 LTE-FDD,8,6.6.2.3 -UTRA @-7.5MHZ;10MHZ;QPSK-PRB@Max,21625,-57.2,None,-32.2,dB,-57.32,PASS,,,,,
 LTE-FDD,8,6.6.2.3 -UTRA @ 7.5MHZ;10MHZ;QPSK-PRB@Max,21625,-57.2,None,-32.2,dB,-43.42,PASS,,,,,
 LTE-FDD,8,6.6.2.3 -UTRA @ 12.5MHZ;10MHZ;QPSK-PRB@Max,21625,-57.2,None,-35.2,dB,-57.6,PASS,,,,,
 LTE-FDD,8,6.6.2.3 Adjacent Channel Power;10MHZ;QPSK-FRB,21625,-57.2,None,None,dB,23.78,PASS,,,,,
 LTE-FDD,8,6.6.2.3-EUTRA @-10MHZ;10MHZ;QPSK-FRB,21625,-57.2,None,-29.2,dB,-42.14,PASS,,,,,
